キャリア,地域,都道府県,店名,住所,URL,スラッグ,緯度,経度,取得元,取得日
aeonmobile,東海,愛知県,イオンモバイルナゴヤドーム前,461-0048 愛知県名古屋市東区矢田南4丁目102番-3,https://aeonmobile.jp/shoplist/nagoyado-mumae/,aeon-mobile-nagoyado-mumae,35.1875779026727,136.94343772249337,https://aeonmobile.jp/shoplist/data.json,2026-08-19
aeonmobile,東海,愛知県,イオンモバイルワンダーシティ,452-0817 愛知県名古屋市西区二方町40番地,https://aeonmobile.jp/shoplist/wanda-shiti/,aeon-mobile-wanda-shiti,35.22597238030292,136.88219491499783,https://aeonmobile.jp/shoplist/data.json,2026-08-19
aeonmobile,東海,愛知県,イオンモバイル岡崎,444-0840 愛知県岡崎市戸崎町字ばら山1-1,https://aeonmobile.jp/shoplist/okazaki/,aeon-mobile-okazaki,34.93870398037405,137.16211371498906,https://aeonmobile.jp/shoplist/data.json,2026-08-19
aeonmobile,東海,愛知県,イオンモバイル三好,470-0224 愛知県みよし市三好町青木91,https://aeonmobile.jp/shoplist/miyoshi/,aeon-mobile-miyoshi,35.09229928033574,137.07735021499374,https://aeonmobile.jp/shoplist/data.json,2026-08-19
aeonmobile,東海,愛知県,イオンモバイル春日井,486-0927 愛知県春日井市柏井町4-17,https://aeonmobile.jp/shoplist/kasugai/,aeon-mobile-kasugai,35.23812568029994,136.96025541499813,https://aeonmobile.jp/shoplist/data.json,2026-08-19
aeonmobile,東海,愛知県,イオンモバイル常滑,479-0882 愛知県常滑市りんくう町2丁目20番3,https://aeonmobile.jp/shoplist/tokoname/,aeon-mobile-tokoname,34.880206080388895,136.82426991498735,https://aeonmobile.jp/shoplist/data.json,2026-08-19
aeonmobile,東海,愛知県,イオンモバイル大高,459-8016 愛知県名古屋市緑区南大高2丁目450番地,https://aeonmobile.jp/shoplist/odaka/,aeon-mobile-odaka,35.051958880345694,136.94593931499256,https://aeonmobile.jp/shoplist/data.json,2026-08-19
aeonmobile,東海,愛知県,イオンモバイル長久手,480-1128 愛知県長久手市勝入塚501番地,https://aeonmobile.jp/shoplist/nagakute/,aeon-mobile-nagakute,35.173518780315824,137.0484111649962,https://aeonmobile.jp/shoplist/data.json,2026-08-19
aeonmobile,東海,愛知県,イオンモバイル東浦,470-2102 愛知県知多郡東浦町大字緒川字旭13-2,https://aeonmobile.jp/shoplist/higashiura/,aeon-mobile-higashiura,34.9777991803642,136.97201041499036,https://aeonmobile.jp/shoplist/data.json,2026-08-19
aeonmobile,東海,愛知県,イオンモバイル熱田,456-8763 愛知県名古屋市熱田区六野1丁目2番11号,https://aeonmobile.jp/shoplist/atsuta/,aeon-mobile-atsuta,35.13651228032491,136.90750691499508,https://aeonmobile.jp/shoplist/data.json,2026-08-19
aeonmobile,東海,愛知県,イオンモバイル豊橋南,441-8124 愛知県豊橋市野依町字落合1-12,https://aeonmobile.jp/shoplist/toyohashiminami/,aeon-mobile-toyohashiminami,34.70958138043231,137.38612141498223,https://aeonmobile.jp/shoplist/data.json,2026-08-19
aeonmobile,東海,愛知県,イオンモバイル豊川（旧イオンモバイル新豊川）,442-8550 愛知県豊川市白鳥町兎足1番16,https://aeonmobile.jp/shoplist/toyokawa/,aeon-mobile-toyokawa,34.825274580402684,137.34908391523558,https://aeonmobile.jp/shoplist/data.json,2026-08-19
aeonmobile,東海,愛知県,イオンモバイル豊川開運通（旧イオンモバイル豊川）,442-0048 愛知県豊川市開運通2-31,https://aeonmobile.jp/shoplist/toyokawakaiundori/,aeon-mobile-toyokawakaiundori,34.8274179804021,137.38221131498582,https://aeonmobile.jp/shoplist/data.json,2026-08-19
aeonmobile,東海,愛知県,イオンモバイル豊田,471-0864 愛知県豊田市広路町1丁目1,https://aeonmobile.jp/shoplist/toyota/,aeon-mobile-toyota,35.0784874,137.1596657,https://aeonmobile.jp/shoplist/data.json,2026-08-19
aeonmobile,東海,愛知県,イオンモバイル名古屋茶屋,455-0858 愛知県名古屋市港区西茶屋2丁目11,https://aeonmobile.jp/shoplist/nagoyachaya/,aeon-mobile-nagoyachaya,35.10302618033314,136.82131571499394,https://aeonmobile.jp/shoplist/data.json,2026-08-19
aeonmobile,東海,愛知県,イオンモバイル木曽川,493-0001 愛知県一宮市木曽川町黒田字南八ッヶ池25番-1,https://aeonmobile.jp/shoplist/kisogawa/,aeon-mobile-kisogawa,35.34841638027317,136.7713778150014,https://aeonmobile.jp/shoplist/data.json,2026-08-19
aeonmobile,東海,愛知県,イオン八事店,466-0834 愛知県名古屋市昭和区広路町字石坂2-1,https://aeonmobile.jp/shoplist/yagoto/,aeon-mobile-yagoto,35.13683375968622,136.9601325763318,https://aeonmobile.jp/shoplist/data.json,2026-08-19
uqmobile,東海,愛知県,UQスポット イオンモール常滑,愛知県 常滑市 りんくう町２－２０－３ イオンモール常滑２Ｆ,https://www.uqwimax.jp/mobile/shoplist/N218001/,uq-mobile-n218001,34.880751,136.826501,https://www.uqwimax.jp/mobile/shoplist/shoplist.json,2026-08-19
uqmobile,東海,愛知県,UQスポット イオンモール新瑞橋,愛知県 名古屋市南区 菊住１丁目７－１０ イオンモール新瑞橋 ２Ｆ,https://www.uqwimax.jp/mobile/shoplist/N04808U/,uq-mobile-n04808u,35.114768,136.935801,https://www.uqwimax.jp/mobile/shoplist/shoplist.json,2026-08-19
uqmobile,東海,愛知県,UQスポット イオンモール長久手,愛知県 長久手市 勝入塚５０１ イオンモール長久手店 4F,https://www.uqwimax.jp/mobile/shoplist/N218002/,uq-mobile-n218002,35.173523,137.051399,https://www.uqwimax.jp/mobile/shoplist/shoplist.json,2026-08-19
uqmobile,東海,愛知県,UQスポット イオンモール名古屋茶屋,愛知県 名古屋市港区 西茶屋２丁目１１ イオンモール名古屋茶屋3F,https://www.uqwimax.jp/mobile/shoplist/N04512U/,uq-mobile-n04512u,35.103407,136.825001,https://www.uqwimax.jp/mobile/shoplist/shoplist.json,2026-08-19
uqmobile,東海,愛知県,UQスポット イオン豊橋南,愛知県 豊橋市 野依町字落合１－１２ イオン豊橋南店２F,https://www.uqwimax.jp/mobile/shoplist/N00509U/,uq-mobile-n00509u,34.709549,137.388302,https://www.uqwimax.jp/mobile/shoplist/shoplist.json,2026-08-19
uqmobile,東海,愛知県,UQスポット ヴェルサウォーク西尾,愛知県 西尾市 高畠町３丁目２３－９ ヴェルサウォーク西尾２階,https://www.uqwimax.jp/mobile/shoplist/N312014/,uq-mobile-n312014,34.863167,137.058983,https://www.uqwimax.jp/mobile/shoplist/shoplist.json,2026-08-19
uqmobile,東海,愛知県,UQスポット エアポートウォーク名古屋,愛知県 西春日井郡豊山町 豊場林先１番８,https://www.uqwimax.jp/mobile/shoplist/N04533U/,uq-mobile-n04533u,35.245953,136.924816,https://www.uqwimax.jp/mobile/shoplist/shoplist.json,2026-08-19
uqmobile,東海,愛知県,UQスポット ヒルズウォーク徳重,愛知県 名古屋市緑区 元徳重１丁目５０５ ヒルズウォーク徳重ガーデンズ２Ｆ,https://www.uqwimax.jp/mobile/shoplist/N17406U/,uq-mobile-n17406u,35.094321,136.999297,https://www.uqwimax.jp/mobile/shoplist/shoplist.json,2026-08-19
ymobile,東海,愛知県,ワイモバイルmozoワンダーシティ上小田井,452-0817 愛知県名古屋市西区二方町40 454 mozoワンダーシティー4F,https://www.ymobile.jp/shop/detail/W03A/,ymobile-w03a,35.22580829,136.884365,https://www.ymobile.jp/shop/api_json.php,2026-08-19
ymobile,東海,愛知県,ワイモバイルアピタ稲沢,492-8275 愛知県稲沢市天池五反田町1,https://www.ymobile.jp/shop/detail/WA1P/,ymobile-wa1p,35.252254,136.771558,https://www.ymobile.jp/shop/api_json.php,2026-08-19
ymobile,東海,愛知県,ワイモバイルアピタ江南西,483-8342 愛知県江南市松竹町上野205番地 アピタ江南西1F,https://www.ymobile.jp/shop/detail/W86N/,ymobile-w86n,35.343043,136.855879,https://www.ymobile.jp/shop/api_json.php,2026-08-19
ymobile,東海,愛知県,ワイモバイルアピタ高蔵寺,487-0011 愛知県春日井市中央台2丁目5 アピタ高蔵寺1階,https://www.ymobile.jp/shop/detail/WA1L/,ymobile-wa1l,35.282763,137.048889,https://www.ymobile.jp/shop/api_json.php,2026-08-19
ymobile,東海,愛知県,ワイモバイルアピタ千代田橋,464-0011 愛知県名古屋市千種区千代田橋2丁目1‐1 アピタ千代田橋3F,https://www.ymobile.jp/shop/detail/W0YP/,ymobile-w0yp,35.187264,136.969289,https://www.ymobile.jp/shop/api_json.php,2026-08-19
ymobile,東海,愛知県,ワイモバイルアピタ鳴海,458-0844 愛知県名古屋市緑区鳴海町字伝治山3番地9 アピタ鳴海2F,https://www.ymobile.jp/shop/detail/W20P/,ymobile-w20p,35.094116,136.95911,https://www.ymobile.jp/shop/api_json.php,2026-08-19
ymobile,東海,愛知県,ワイモバイルアピタ木曽川,493-0001 愛知県一宮市木曽川町黒田八ノ通り51番地の4 アピタ木曽川店1階,https://www.ymobile.jp/shop/detail/WA6L/,ymobile-wa6l,35.34457985,136.7906369,https://www.ymobile.jp/shop/api_json.php,2026-08-19
ymobile,東海,愛知県,ワイモバイルイオンスタイル豊田,471-0864 愛知県豊田市広路町1丁目1,https://www.ymobile.jp/shop/detail/WA1M/,ymobile-wa1m,35.078365,137.160199,https://www.ymobile.jp/shop/api_json.php,2026-08-19
ymobile,東海,愛知県,ワイモバイルイオンタウン名西,451-0015 愛知県名古屋市西区香呑町6丁目49‐1 イオンタウン名西2階,https://www.ymobile.jp/shop/detail/W75R/,ymobile-w75r,35.203999,136.892811,https://www.ymobile.jp/shop/api_json.php,2026-08-19
ymobile,東海,愛知県,ワイモバイルイオンモールナゴヤドーム前,461-0048 愛知県名古屋市東区矢田南4丁目102番3号 イオンモールナゴヤドーム前,https://www.ymobile.jp/shop/detail/WA5D/,ymobile-wa5d,35.187175,136.944094,https://www.ymobile.jp/shop/api_json.php,2026-08-19
ymobile,東海,愛知県,ワイモバイルイオンモール常滑,479-0882 愛知県常滑市りんくう町2丁目20番3 イオンモール常滑,https://www.ymobile.jp/shop/detail/W9PB/,ymobile-w9pb,34.882314,136.826168,https://www.ymobile.jp/shop/api_json.php,2026-08-19
ymobile,東海,愛知県,ワイモバイルイオン豊橋南,441-8124 愛知県豊橋市野依町字落合1‐12 イオン豊橋南内2F,https://www.ymobile.jp/shop/detail/W9BC/,ymobile-w9bc,34.709775,137.388263,https://www.ymobile.jp/shop/api_json.php,2026-08-19
